token_1,token_2,original_similarity,improved_similarity,change
.,linear,-0.0005631606954999947,-0.003915203865637157,-0.003352043170137163
.,query,0.05816575859592316,0.06330583750871845,0.005140078912795283
.,path,-0.0017402538107992942,7.63341105083848e-06,0.0017478872218501327
.,cluster,0.014429752864808968,0.025554544333787177,0.011124791468978209
.,api,-0.08023435859786018,-0.08146337510281976,-0.0012290165049595736
.,body,0.015220056506237556,0.016191315474338077,0.0009712589681005208
.,benchmarks,-0.03963232036492625,-0.0027674552479359975,0.03686486511699025
.,externals,0.0759945889804079,0.06465366911938192,-0.011340919861025978
.,models,-0.07983746989874196,-0.07431631908453487,0.005521150814207093
.,app,0.0765236353193238,0.0708622980452915,-0.005661337274032299
.,array,0.16027649662225796,0.163491486963128,0.0032149903408700553
.,ensemble,-0.11271880407607418,-0.09841008310313824,0.014308720972935937
.,security,0.1606631218809506,0.16148417210945698,0.0008210502285063703
.,selection,-0.028175733595845857,-0.004955346819795993,0.023220386776049866
.,extra,-0.0211059644207489,0.02097027561819623,0.042076240038945126
.,validations,0.022953523686535693,0.014707999248471153,-0.00824552443806454
.,str,0.11312248087168389,0.11995266502422414,0.006830184152540247
.,custom,0.052806070893907445,0.07712136489719666,0.024315294003289217
.,dependencies,-0.15844688652849992,-0.11350138070738171,0.04494550582111821
.,fixtures,0.0108179509651245,0.02703818871853095,0.016220237753406454
test,tests,-0.16468103894565742,0.1518240202912852,0.3165050592369426
test,tutorial,-0.12669654257602855,0.020744786947650314,0.14744132952367886
test,sklearn,-0.002411857894494463,0.31889646425730367,0.3213083221517981
test,src,0.1215290139595318,0.19073272322028859,0.06920370926075678
test,/_,-0.04143783626579288,-0.10118413562096912,-0.05974629935517624
test,docs,0.037654836439428435,0.07287160247379708,0.03521676603436864
test,310,0.05693999559562464,-0.02852941564580246,-0.0854694112414271
test,init,0.18186222214911768,0.2109930358895604,0.029130813740442713
test,__.,0.06257833493680938,0.057795432699058846,-0.004782902237750533
test,/__,-0.02415951124057792,-0.01243082986732077,0.01172868137325715
test,plot,-0.04375186285070416,-0.01008127948699129,0.03367058336371287
test,examples,-0.13901083675802584,0.12231454805108997,0.2613253848091158
test,testing,0.05430045698944535,0.30232888072431924,0.24802842373487388
test,001,-0.0006541219151925483,0.007533954775876914,0.008188076691069463
test,params,-0.13496548016365006,0.1385990575354289,0.27356453769907896
